Date,Time,Temp
2006-06-04,09:59:00,95
2006-06-04,10:59:00,98
2006-06-04,11:00:00,98
2006-06-04,11:59:00,98
2006-06-04,12:59:00,100
2006-06-04,13:59:00,100
2006-06-04,14:59:00,100
2006-06-04,15:59:00,99
2006-06-04,16:59:00,101
2006-06-04,17:00:00,101
2006-06-04,17:59:00,98
2006-06-04,18:59:00,95
2006-06-04,19:59:00,89
2006-06-04,20:59:00,84
2006-06-04,21:59:00,81
2006-06-04,22:59:00,79
2006-06-04,23:00:00,79
2006-06-04,23:59:00,79
2006-06-05,00:59:00,82
2006-06-05,01:59:00,80
2006-06-05,02:59:00,77
2006-06-05,03:59:00,76
2006-06-05,04:59:00,71
2006-06-05,05:00:00,71
2006-06-05,05:59:00,70
2006-06-05,06:59:00,82
2006-06-05,07:59:00,88
2006-06-05,08:59:00,93
2006-06-05,09:59:00,95
2006-06-05,10:59:00,97
2006-06-05,11:00:00,97
2006-06-05,11:59:00,98
2006-06-05,12:59:00,99
2006-06-05,13:59:00,100
2006-06-05,14:59:00,100
2006-06-05,15:59:00,100
2006-06-05,16:59:00,99
2006-06-05,17:00:00,99
2006-06-05,17:59:00,97
2006-06-05,18:59:00,95
2006-06-05,19:59:00,89
2006-06-05,20:59:00,82
2006-06-05,21:59:00,82
2006-06-05,22:59:00,77
2006-06-05,23:00:00,77
2006-06-05,23:59:00,81
2006-06-06,00:59:00,69
2006-06-06,01:59:00,77
2006-06-06,02:59:00,74
2006-06-06,03:59:00,76
2006-06-06,04:59:00,76
2006-06-06,05:00:00,76
2006-06-06,05:59:00,74
2006-06-06,06:59:00,80
2006-06-06,07:59:00,83
2006-06-06,08:59:00,87
2006-06-06,09:59:00,89
2006-06-06,10:59:00,93
2006-06-06,11:00:00,93
2006-06-06,11:59:00,96
2006-06-06,12:59:00,95
2006-06-06,13:59:00,96
2006-06-06,14:59:00,96
2006-06-06,15:59:00,95
2006-06-06,16:59:00,95
2006-06-06,17:00:00,95
2006-06-06,17:59:00,93
2006-06-06,18:59:00,91
2006-06-06,19:59:00,87
2006-06-06,20:59:00,86
2006-06-06,21:59:00,85
2006-06-06,22:59:00,84
2006-06-06,23:00:00,84
2006-06-06,23:59:00,79
2006-06-07,00:59:00,80
2006-06-07,01:59:00,78
2006-06-07,02:59:00,78
2006-06-07,03:59:00,79
2006-06-07,04:59:00,78
2006-06-07,05:00:00,78
2006-06-07,05:59:00,78
2006-06-07,06:59:00,80
2006-06-07,07:59:00,83
2006-06-07,08:59:00,85
2006-06-07,09:50:00,77
2006-06-07,09:59:00,70
2006-06-07,10:59:00,71
2006-06-07,11:00:00,71
2006-06-07,11:59:00,73
2006-06-07,12:59:00,76
2006-06-07,13:59:00,78
2006-06-07,14:59:00,84
2006-06-07,15:59:00,87
2006-06-07,16:59:00,89
2006-06-07,17:00:00,89
2006-06-07,17:59:00,88
2006-06-07,18:59:00,84
2006-06-07,19:59:00,78
2006-06-07,20:59:00,74
2006-06-07,21:59:00,73
2006-06-07,22:59:00,70
2006-06-07,23:00:00,70
2006-06-07,23:59:00,71
2006-06-08,00:59:00,66
2006-06-08,01:59:00,69
2006-06-08,02:59:00,67
2006-06-08,03:59:00,66
2006-06-08,04:59:00,66
2006-06-08,05:00:00,66
2006-06-08,05:59:00,70
2006-06-08,06:59:00,69
2006-06-08,07:59:00,74
2006-06-08,08:59:00,78
2006-06-08,09:59:00,83
2006-06-08,10:59:00,84
2006-06-08,11:00:00,84
2006-06-08,11:59:00,90
2006-06-08,12:59:00,83
2006-06-08,13:59:00,88
2006-06-08,14:42:00,91
2006-06-08,14:59:00,92
2006-06-08,15:59:00,94
2006-06-08,16:59:00,91
2006-06-08,17:00:00,91
2006-06-08,17:59:00,92
2006-06-08,18:59:00,87
2006-06-08,19:59:00,83
2006-06-08,20:59:00,77
2006-06-08,21:59:00,77
2006-06-08,22:59:00,76
2006-06-08,23:00:00,76
2006-06-08,23:59:00,75
2006-06-09,00:59:00,73
2006-06-09,01:59:00,71
2006-06-09,02:59:00,71
2006-06-09,03:59:00,72
2006-06-09,04:59:00,70
2006-06-09,05:00:00,70
2006-06-09,05:59:00,69
2006-06-09,06:59:00,76
2006-06-09,07:59:00,81
2006-06-09,08:59:00,85
2006-06-09,09:59:00,87
2006-06-09,10:59:00,90
2006-06-09,11:00:00,90
2006-06-09,11:59:00,91
2006-06-09,12:59:00,91
2006-06-09,13:59:00,93
2006-06-09,14:59:00,92
2006-06-09,15:09:00,91
2006-06-09,15:59:00,93
2006-06-09,16:59:00,92
2006-06-09,17:00:00,92
2006-06-09,17:59:00,90
2006-06-09,18:59:00,88
2006-06-09,19:59:00,85
2006-06-09,20:59:00,80
2006-06-09,21:59:00,79
2006-06-09,22:59:00,80
2006-06-09,23:00:00,80
2006-06-09,23:59:00,78
2006-06-10,00:59:00,77
2006-06-10,01:59:00,75
2006-06-10,02:59:00,71
2006-06-10,03:59:00,65
2006-06-10,04:59:00,71
2006-06-10,05:00:00,71
2006-06-10,05:59:00,75
2006-06-10,06:59:00,80
2006-06-10,07:59:00,83
2006-06-10,08:59:00,86
2006-06-10,09:59:00,88
2006-06-10,10:59:00,90
2006-06-10,11:00:00,90
2006-06-10,11:59:00,91
2006-06-10,12:59:00,91
2006-06-10,13:59:00,92
2006-06-10,14:59:00,92
2006-06-10,15:59:00,92
2006-06-10,16:59:00,91
2006-06-10,17:00:00,91
2006-06-10,17:59:00,90
2006-06-10,18:59:00,87
2006-06-10,19:59:00,83
2006-06-10,20:59:00,74
2006-06-10,21:59:00,71
2006-06-10,22:59:00,71
2006-06-10,23:00:00,71
2006-06-10,23:59:00,70
2006-06-11,00:59:00,69
2006-06-11,01:59:00,64
2006-06-11,02:59:00,67
2006-06-11,03:59:00,67
2006-06-11,04:59:00,68
2006-06-11,05:00:00,68
2006-06-11,05:59:00,72
2006-06-11,06:59:00,76
2006-06-11,07:59:00,81
2006-06-11,08:59:00,85
2006-06-11,09:59:00,87
2006-06-11,10:59:00,89
2006-06-11,11:00:00,89
2006-06-11,11:59:00,92
2006-06-11,12:59:00,92
2006-06-11,13:59:00,94
2006-06-11,14:59:00,94
2006-06-11,15:59:00,94
2006-06-11,16:59:00,93
2006-06-11,17:00:00,93
2006-06-11,17:59:00,92
2006-06-11,18:59:00,89
2006-06-11,19:59:00,84
2006-06-11,20:59:00,75
2006-06-11,21:59:00,74
2006-06-11,22:59:00,73
2006-06-11,23:00:00,73
2006-06-11,23:59:00,72
2006-06-12,00:59:00,70
2006-06-12,01:59:00,65
2006-06-12,02:59:00,65
2006-06-12,03:59:00,69
2006-06-12,04:59:00,67
2006-06-12,05:00:00,67
2006-06-12,05:59:00,68
2006-06-12,06:59:00,74
2006-06-12,07:59:00,76
2006-06-12,08:59:00,80
2006-06-12,09:59:00,84
2006-06-12,10:59:00,88
2006-06-12,11:00:00,88
2006-06-12,11:59:00,91
2006-06-12,12:39:00,91
2006-06-12,12:59:00,92
2006-06-12,13:59:00,93
2006-06-12,14:59:00,93
2006-06-12,15:59:00,95
2006-06-12,16:59:00,93
2006-06-12,17:00:00,93
2006-06-12,17:59:00,91
2006-06-12,18:59:00,88
2006-06-12,19:59:00,83
2006-06-12,20:59:00,80
2006-06-12,21:59:00,79
2006-06-12,22:59:00,78
2006-06-12,23:00:00,78
2006-06-12,23:59:00,73
2006-06-13,00:59:00,70
2006-06-13,01:59:00,71
2006-06-13,02:59:00,72
2006-06-13,03:59:00,69
2006-06-13,04:59:00,63
2006-06-13,05:00:00,63
2006-06-13,05:59:00,71
2006-06-13,06:59:00,79
2006-06-13,07:59:00,83
2006-06-13,08:59:00,86
2006-06-13,09:59:00,93
2006-06-13,10:59:00,95
2006-06-13,11:00:00,95
2006-06-13,11:59:00,96
2006-06-13,12:59:00,97
2006-06-13,13:59:00,98
2006-06-13,14:59:00,97
2006-06-13,15:59:00,96
2006-06-13,16:59:00,95
2006-06-13,17:00:00,95
2006-06-13,17:59:00,92
2006-06-13,18:59:00,89
2006-06-13,19:59:00,85
2006-06-13,20:59:00,83
2006-06-13,21:59:00,82
2006-06-13,22:59:00,81
2006-06-13,23:00:00,81
2006-06-13,23:59:00,78
2006-06-14,00:59:00,73
2006-06-14,01:59:00,67
2006-06-14,02:59:00,62
2006-06-14,03:59:00,67
2006-06-14,04:59:00,56
2006-06-14,05:00:00,56
2006-06-14,05:59:00,58
2006-06-14,06:59:00,69
2006-06-14,07:59:00,72
2006-06-14,08:59:00,75
2006-06-14,09:59:00,77
2006-06-14,10:59:00,81
2006-06-14,11:00:00,81
2006-06-14,11:59:00,84
2006-06-14,12:59:00,85
2006-06-14,13:59:00,87
2006-06-14,14:59:00,87
2006-06-14,15:59:00,87
2006-06-14,16:59:00,84
2006-06-14,17:00:00,84
2006-06-14,17:59:00,84
2006-06-14,18:59:00,83
2006-06-14,19:59:00,78
2006-06-14,20:59:00,70
2006-06-14,21:59:00,69
2006-06-14,22:59:00,71
2006-06-14,23:00:00,71
2006-06-14,23:59:00,65
2006-06-15,00:59:00,59
2006-06-15,01:59:00,59
2006-06-15,02:59:00,63
2006-06-15,03:59:00,56
2006-06-15,04:59:00,57
2006-06-15,05:00:00,57
2006-06-15,05:59:00,62
2006-06-15,06:59:00,69
2006-06-15,07:59:00,75
2006-06-15,08:59:00,79
2006-06-15,09:59:00,81
2006-06-15,10:59:00,83
2006-06-15,11:00:00,83
2006-06-15,11:59:00,85
2006-06-15,12:59:00,85
2006-06-15,13:59:00,89
2006-06-15,14:59:00,89
2006-06-15,15:59:00,89
2006-06-15,16:59:00,87
2006-06-15,17:00:00,87
2006-06-15,17:59:00,87
2006-06-15,18:59:00,84
2006-06-15,19:59:00,79
2006-06-15,20:59:00,77
2006-06-15,21:59:00,75
2006-06-15,22:59:00,69
2006-06-15,23:00:00,69
2006-06-15,23:59:00,70
2006-06-16,00:59:00,67
2006-06-16,01:59:00,60
2006-06-16,02:59:00,64
2006-06-16,03:59:00,62
2006-06-16,04:59:00,59
2006-06-16,05:00:00,59
2006-06-16,05:59:00,61
2006-06-16,06:59:00,69
2006-06-16,07:59:00,75
2006-06-16,08:59:00,78
2006-06-16,09:59:00,80
2006-06-16,10:59:00,84
2006-06-16,11:00:00,84
2006-06-16,11:59:00,84
2006-06-16,12:59:00,86
2006-06-16,13:59:00,89
2006-06-16,14:59:00,89
2006-06-16,15:59:00,89
2006-06-16,16:59:00,90
2006-06-16,17:00:00,90
2006-06-16,17:59:00,88
2006-06-16,18:59:00,86
2006-06-16,19:59:00,82
2006-06-16,20:59:00,76
2006-06-16,21:59:00,71
2006-06-16,22:59:00,68
2006-06-16,23:00:00,68
2006-06-16,23:59:00,68
2006-06-17,00:59:00,71
2006-06-17,01:59:00,62
2006-06-17,02:59:00,60
2006-06-17,03:59:00,59
2006-06-17,04:59:00,66
2006-06-17,05:00:00,66
2006-06-17,05:59:00,68
2006-06-17,06:59:00,76
2006-06-17,07:59:00,81
2006-06-17,08:59:00,84
2006-06-17,09:59:00,88
2006-06-17,10:59:00,90
2006-06-17,11:00:00,90
2006-06-17,11:59:00,92
2006-06-17,12:59:00,94
2006-06-17,13:59:00,97
2006-06-17,14:59:00,97
2006-06-17,15:59:00,98
2006-06-17,16:59:00,97
2006-06-17,17:00:00,97
2006-06-17,17:59:00,98
2006-06-17,18:59:00,96
2006-06-17,19:59:00,90
2006-06-17,20:59:00,81
2006-06-17,21:59:00,74
2006-06-17,22:59:00,74
2006-06-17,23:00:00,74
2006-06-17,23:59:00,72
2006-06-18,00:59:00,79
2006-06-18,01:59:00,77
2006-06-18,02:59:00,75
2006-06-18,03:59:00,74
2006-06-18,04:59:00,67
2006-06-18,05:00:00,67
2006-06-18,05:59:00,70
2006-06-18,06:59:00,83
2006-06-18,07:59:00,87
2006-06-18,08:59:00,90
2006-06-18,09:59:00,93
2006-06-18,10:59:00,94
2006-06-18,11:00:00,94
2006-06-18,11:59:00,98
2006-06-18,12:59:00,100
2006-06-18,13:59:00,100
2006-06-18,14:59:00,100
2006-06-18,15:59:00,100
2006-06-18,16:59:00,98
2006-06-18,17:00:00,98
2006-06-18,17:59:00,96
2006-06-18,18:59:00,94
2006-06-18,19:59:00,90
2006-06-18,20:59:00,83
2006-06-18,21:59:00,81
2006-06-18,22:59:00,81
2006-06-18,23:00:00,81
2006-06-18,23:59:00,80
2006-06-19,00:59:00,76
2006-06-19,01:59:00,75
2006-06-19,02:59:00,81
2006-06-19,03:59:00,77
2006-06-19,04:59:00,74
2006-06-19,05:00:00,74
2006-06-19,05:59:00,76
2006-06-19,06:59:00,82
2006-06-19,07:59:00,88
2006-06-19,08:59:00,92
2006-06-19,09:59:00,94
2006-06-19,10:59:00,96
2006-06-19,11:00:00,96
2006-06-19,11:59:00,97
2006-06-19,12:59:00,98
2006-06-19,13:59:00,98
2006-06-19,14:59:00,98
2006-06-19,15:59:00,97
2006-06-19,16:59:00,96
2006-06-19,17:00:00,96
2006-06-19,17:59:00,95
2006-06-19,18:59:00,93
2006-06-19,19:59:00,89
2006-06-19,20:59:00,81
2006-06-19,21:59:00,80
2006-06-19,22:59:00,79
2006-06-19,23:00:00,79
2006-06-19,23:59:00,78
2006-06-20,00:59:00,76
2006-06-20,01:59:00,76
2006-06-20,02:59:00,75
2006-06-20,03:59:00,72
2006-06-20,04:59:00,71
2006-06-20,05:00:00,71
2006-06-20,05:59:00,71
2006-06-20,06:59:00,81
2006-06-20,07:59:00,87
2006-06-20,08:59:00,89
2006-06-20,09:59:00,91
2006-06-20,10:59:00,94
2006-06-20,11:00:00,94
2006-06-20,11:59:00,95
2006-06-20,12:59:00,95
2006-06-20,13:59:00,96
2006-06-20,14:59:00,97
2006-06-20,15:59:00,97
2006-06-20,16:59:00,96
2006-06-20,17:00:00,96
2006-06-20,17:59:00,94
2006-06-20,18:59:00,92
2006-06-20,19:59:00,87
2006-06-20,20:59:00,80
2006-06-20,21:59:00,77
2006-06-20,22:59:00,77
2006-06-20,23:00:00,77
2006-06-20,23:59:00,77
2006-06-21,00:59:00,73
2006-06-21,01:59:00,80
2006-06-21,02:59:00,77
2006-06-21,03:59:00,77
2006-06-21,04:59:00,76
2006-06-21,05:00:00,76
2006-06-21,05:59:00,72
2006-06-21,06:59:00,82
2006-06-21,07:59:00,87
2006-06-21,08:59:00,90
2006-06-21,09:59:00,93
2006-06-21,10:59:00,93
2006-06-21,11:00:00,93
2006-06-21,11:59:00,96
2006-06-21,12:59:00,95
2006-06-21,13:59:00,96
2006-06-21,14:59:00,98
2006-06-21,15:59:00,97
2006-06-21,16:59:00,96
2006-06-21,17:00:00,96
2006-06-21,17:59:00,95
2006-06-21,18:59:00,93
2006-06-21,19:59:00,87
2006-06-21,20:59:00,80
2006-06-21,21:59:00,77
2006-06-21,22:59:00,78
2006-06-21,23:00:00,78
2006-06-21,23:59:00,78
2006-06-22,00:59:00,74
2006-06-22,01:59:00,78
2006-06-22,02:59:00,72
2006-06-22,03:59:00,65
2006-06-22,04:59:00,65
2006-06-22,05:00:00,65
2006-06-22,05:59:00,70
2006-06-22,06:59:00,81
2006-06-22,07:59:00,88
2006-06-22,08:59:00,90
2006-06-22,09:59:00,93
2006-06-22,10:59:00,95
2006-06-22,11:00:00,95
2006-06-22,11:59:00,97
2006-06-22,12:59:00,96
2006-06-22,13:59:00,97
2006-06-22,14:59:00,99
2006-06-22,15:59:00,99
2006-06-22,16:59:00,98
2006-06-22,17:00:00,98
2006-06-22,17:59:00,97
2006-06-22,18:59:00,95
2006-06-22,19:59:00,90
2006-06-22,20:59:00,83
2006-06-22,21:59:00,81
2006-06-22,22:59:00,82
2006-06-22,23:00:00,82
2006-06-22,23:59:00,80
2006-06-23,00:59:00,75
2006-06-23,01:59:00,84
2006-06-23,02:59:00,76
2006-06-23,03:59:00,71
2006-06-23,04:59:00,65
2006-06-23,05:00:00,65
2006-06-23,05:59:00,67
2006-06-23,06:59:00,82
2006-06-23,07:59:00,91
2006-06-23,08:59:00,94
2006-06-23,09:59:00,96
2006-06-23,10:59:00,97
2006-06-23,11:00:00,97
2006-06-23,11:59:00,100
2006-06-23,12:59:00,102
2006-06-23,13:59:00,104
2006-06-23,14:59:00,101
2006-06-23,15:59:00,104
2006-06-23,16:59:00,104
2006-06-23,17:00:00,104
2006-06-23,17:59:00,102
2006-06-23,18:59:00,100
2006-06-23,19:59:00,94
2006-06-23,20:59:00,91
2006-06-23,21:59:00,88
2006-06-23,22:59:00,87
2006-06-23,23:00:00,87
2006-06-23,23:59:00,86
2006-06-24,00:59:00,82
2006-06-24,01:59:00,78
2006-06-24,02:59:00,78
2006-06-24,03:59:00,76
2006-06-24,04:59:00,78
2006-06-24,05:00:00,78
2006-06-24,05:59:00,77
2006-06-24,06:59:00,84
2006-06-24,07:59:00,92
2006-06-24,08:59:00,93
2006-06-24,09:59:00,96
2006-06-24,10:59:00,97
2006-06-24,11:00:00,97
2006-06-24,11:59:00,99
2006-06-24,12:59:00,99
2006-06-24,13:59:00,101
2006-06-24,14:59:00,102
2006-06-24,15:59:00,102
2006-06-24,16:59:00,101
2006-06-24,17:00:00,101
2006-06-24,17:59:00,99
2006-06-24,18:59:00,100
2006-06-24,19:31:00,95
2006-06-24,19:59:00,92
2006-06-24,20:59:00,93
2006-06-24,21:59:00,94
2006-06-24,22:59:00,87
2006-06-24,23:00:00,87
2006-06-24,23:59:00,84
2006-06-25,00:59:00,84
2006-06-25,01:59:00,81
2006-06-25,02:59:00,81
2006-06-25,03:59:00,79
2006-06-25,04:59:00,79
2006-06-25,05:00:00,79
2006-06-25,05:59:00,80
2006-06-25,06:59:00,87
2006-06-25,07:59:00,91
2006-06-25,08:59:00,95
2006-06-25,09:59:00,99
2006-06-25,10:59:00,100
2006-06-25,11:00:00,100
2006-06-25,11:59:00,101
2006-06-25,12:59:00,102
2006-06-25,13:59:00,101
2006-06-25,14:59:00,103
2006-06-25,15:59:00,101
2006-06-25,16:21:00,97
2006-06-25,16:59:00,94
2006-06-25,17:00:00,94
2006-06-25,17:59:00,87
2006-06-25,18:59:00,89
2006-06-25,19:59:00,89
2006-06-25,20:59:00,85
2006-06-25,21:59:00,83
2006-06-25,22:59:00,79
2006-06-25,23:00:00,79
2006-06-25,23:59:00,79
2006-06-26,00:59:00,76
2006-06-26,01:59:00,73
2006-06-26,02:59:00,75
2006-06-26,03:59:00,73
2006-06-26,04:59:00,75
2006-06-26,05:00:00,75
2006-06-26,05:59:00,71
2006-06-26,06:59:00,79
2006-06-26,07:59:00,83
2006-06-26,08:59:00,86
2006-06-26,09:59:00,90
2006-06-26,10:59:00,93
2006-06-26,11:00:00,93
2006-06-26,11:59:00,95
2006-06-26,12:59:00,96
2006-06-26,13:59:00,97
2006-06-26,14:59:00,97
2006-06-26,15:59:00,97
2006-06-26,16:59:00,98
2006-06-26,17:00:00,98
2006-06-26,17:59:00,96
2006-06-26,18:59:00,93
2006-06-26,19:59:00,90
2006-06-26,20:59:00,87
2006-06-26,21:59:00,85
2006-06-26,22:59:00,83
2006-06-26,23:00:00,83
2006-06-26,23:59:00,78
2006-06-27,00:59:00,78
2006-06-27,01:59:00,80
2006-06-27,02:59:00,84
2006-06-27,03:59:00,80
2006-06-27,04:18:00,79
2006-06-27,04:59:00,80
2006-06-27,05:00:00,80
2006-06-27,05:59:00,76
2006-06-27,06:59:00,82
2006-06-27,07:59:00,86
2006-06-27,08:59:00,88
2006-06-27,09:59:00,91
2006-06-27,10:59:00,92
2006-06-27,11:00:00,92
2006-06-27,11:59:00,93
2006-06-27,12:59:00,95
2006-06-27,13:59:00,96
2006-06-27,14:59:00,97
2006-06-27,15:59:00,97
2006-06-27,16:59:00,95
2006-06-27,17:00:00,95
2006-06-27,17:59:00,94
2006-06-27,18:10:00,84
2006-06-27,18:59:00,82
2006-06-27,19:59:00,80
2006-06-27,20:59:00,79
2006-06-27,21:59:00,79
2006-06-27,22:59:00,77
2006-06-27,23:00:00,77
2006-06-27,23:59:00,75
2006-06-28,00:59:00,71
2006-06-28,01:59:00,72
2006-06-28,02:59:00,73
2006-06-28,03:59:00,74
2006-06-28,04:59:00,71
2006-06-28,05:00:00,71
2006-06-28,05:59:00,71
2006-06-28,06:59:00,78
2006-06-28,07:59:00,81
2006-06-28,08:59:00,84
2006-06-28,09:59:00,86
2006-06-28,10:59:00,88
2006-06-28,11:00:00,88
2006-06-28,11:59:00,91
2006-06-28,12:59:00,92
2006-06-28,13:59:00,91
2006-06-28,14:59:00,92
2006-06-28,15:59:00,92
2006-06-28,16:59:00,92
2006-06-28,17:00:00,92
2006-06-28,17:59:00,93
2006-06-28,18:21:00,88
2006-06-28,18:59:00,86
2006-06-28,19:59:00,88
2006-06-28,20:59:00,78
2006-06-28,21:59:00,78
2006-06-28,22:59:00,75
2006-06-28,23:00:00,75
2006-06-28,23:59:00,74
2006-06-29,00:59:00,73
2006-06-29,01:59:00,74
2006-06-29,02:59:00,70
2006-06-29,03:59:00,67
2006-06-29,04:59:00,67
2006-06-29,05:00:00,67
2006-06-29,05:59:00,67
2006-06-29,06:59:00,79
2006-06-29,07:59:00,85
2006-06-29,08:59:00,89
2006-06-29,09:59:00,90
2006-06-29,10:59:00,93
2006-06-29,11:00:00,93
2006-06-29,11:59:00,94
2006-06-29,12:20:00,93
2006-06-29,12:59:00,97
2006-06-29,13:59:00,97
2006-06-29,14:59:00,98
2006-06-29,15:59:00,100
2006-06-29,16:59:00,98
2006-06-29,17:00:00,98
2006-06-29,17:43:00,93
2006-06-29,17:59:00,94
2006-06-29,18:59:00,87
2006-06-29,19:59:00,84
2006-06-29,20:59:00,83
2006-06-29,21:59:00,84
2006-06-29,22:59:00,80
2006-06-29,23:00:00,80
2006-06-29,23:59:00,78
2006-06-30,00:59:00,76
2006-06-30,01:59:00,78
2006-06-30,02:59:00,80
2006-06-30,03:59:00,75
2006-06-30,04:59:00,72
2006-06-30,05:00:00,72
2006-06-30,05:59:00,73
2006-06-30,06:59:00,78
2006-06-30,07:59:00,82
2006-06-30,08:59:00,86
2006-06-30,09:59:00,88
2006-06-30,10:59:00,90
2006-06-30,11:00:00,90
2006-06-30,11:59:00,92
2006-06-30,12:59:00,94
2006-06-30,13:59:00,96
2006-06-30,14:59:00,99
2006-06-30,15:59:00,96
2006-06-30,16:59:00,97
2006-06-30,17:00:00,97
2006-06-30,17:57:00,77
2006-06-30,17:59:00,77
2006-06-30,18:13:00,77
2006-06-30,18:59:00,84
2006-06-30,19:59:00,84
2006-06-30,20:59:00,80
2006-06-30,21:59:00,79
2006-06-30,22:59:00,81
2006-06-30,23:00:00,81
2006-06-30,23:59:00,80
2006-07-01,00:59:00,78
2006-07-01,01:59:00,79
2006-07-01,02:59:00,78
2006-07-01,03:59:00,75
2006-07-01,04:59:00,74
2006-07-01,05:00:00,74
2006-07-01,05:59:00,68
2006-07-01,06:59:00,75
2006-07-01,07:59:00,83
2006-07-01,08:59:00,90
2006-07-01,09:59:00,93
2006-07-01,10:59:00,95
2006-07-01,11:00:00,95
2006-07-01,11:59:00,96
2006-07-01,12:59:00,93
2006-07-01,13:59:00,99
2006-07-01,14:59:00,94
2006-07-01,15:52:00,81
2006-07-01,15:59:00,81
2006-07-01,16:10:00,81
2006-07-01,16:19:00,79
2006-07-01,16:40:00,82
2006-07-01,16:59:00,79
2006-07-01,17:00:00,79
2006-07-01,17:52:00,81
2006-07-01,17:59:00,80
2006-07-01,18:46:00,81
2006-07-01,18:59:00,81
2006-07-01,19:59:00,81
2006-07-01,20:59:00,77
2006-07-01,21:59:00,73
2006-07-01,22:59:00,70
2006-07-01,23:00:00,70
2006-07-01,23:59:00,73
2006-07-02,00:59:00,71
2006-07-02,01:59:00,72
2006-07-02,02:59:00,70
2006-07-02,03:59:00,71
2006-07-02,04:59:00,70
2006-07-02,05:00:00,70
2006-07-02,05:59:00,72
2006-07-02,06:59:00,78
2006-07-02,07:59:00,85
2006-07-02,08:59:00,88
2006-07-02,09:59:00,90
2006-07-02,10:59:00,92
2006-07-02,11:00:00,92
2006-07-02,11:59:00,94
2006-07-02,12:59:00,97
2006-07-02,13:59:00,99
2006-07-02,14:59:00,98
2006-07-02,15:59:00,98
2006-07-02,17:59:00,71
2006-07-02,18:59:00,75
2006-07-02,19:59:00,76
2006-07-02,20:59:00,78
2006-07-02,21:59:00,81
2006-07-02,22:59:00,83
2006-07-02,23:00:00,83
2006-07-02,23:59:00,80
2006-07-03,00:59:00,76
2006-07-03,01:59:00,76
2006-07-03,02:59:00,76
2006-07-03,03:24:00,77
2006-07-03,03:59:00,73
2006-07-03,04:59:00,71
2006-07-03,05:00:00,71
2006-07-03,05:59:00,69
2006-07-03,06:59:00,69
2006-07-03,07:59:00,71
2006-07-03,08:59:00,75
2006-07-03,09:59:00,80
2006-07-03,10:59:00,83
2006-07-03,11:00:00,83
2006-07-03,11:59:00,87
2006-07-03,12:59:00,89
2006-07-03,13:59:00,89
2006-07-03,14:59:00,91
2006-07-03,15:59:00,91
2006-07-03,16:59:00,93
2006-07-03,17:00:00,93
2006-07-03,17:59:00,92
2006-07-03,18:59:00,91
2006-07-03,19:59:00,85
2006-07-03,20:59:00,81
2006-07-03,21:59:00,81
2006-07-03,22:59:00,80
2006-07-03,23:00:00,80
2006-07-03,23:59:00,80
2006-07-04,00:59:00,78
2006-07-04,01:59:00,73
2006-07-04,02:59:00,75
2006-07-04,03:59:00,74
2006-07-04,04:59:00,73
2006-07-04,05:00:00,73
2006-07-04,05:59:00,74
2006-07-04,06:59:00,78
2006-07-04,07:59:00,79
2006-07-04,08:59:00,82
2006-07-04,09:59:00,84
2006-07-04,10:59:00,87
2006-07-04,11:00:00,87
2006-07-04,11:59:00,91
2006-07-04,12:59:00,87
2006-07-04,13:59:00,74
2006-07-04,14:14:00,75
2006-07-04,14:24:00,73
2006-07-04,14:51:00,73
2006-07-04,14:57:00,73
2006-07-04,14:59:00,74
2006-07-04,15:06:00,72
2006-07-04,15:59:00,69
2006-07-04,16:59:00,68
2006-07-04,17:00:00,68
2006-07-04,17:26:00,70
2006-07-04,17:33:00,70
2006-07-04,17:59:00,69
2006-07-04,18:59:00,71
2006-07-04,19:59:00,71
2006-07-04,20:59:00,71
2006-07-04,21:59:00,70
2006-07-04,22:59:00,69
2006-07-04,23:00:00,69
2006-07-04,23:59:00,68
2006-07-05,00:59:00,68
2006-07-05,01:59:00,67
2006-07-05,02:59:00,65
2006-07-05,03:59:00,67
2006-07-05,04:59:00,65
2006-07-05,05:00:00,65
2006-07-05,05:59:00,65
2006-07-05,06:59:00,71
2006-07-05,07:59:00,72
2006-07-05,08:59:00,78
2006-07-05,09:59:00,81
2006-07-05,10:59:00,82
2006-07-05,11:00:00,82
2006-07-05,11:59:00,83
2006-07-05,12:59:00,83
2006-07-05,13:59:00,83
2006-07-05,14:59:00,84
2006-07-05,15:59:00,88
2006-07-05,16:59:00,89
2006-07-05,17:00:00,89
2006-07-05,17:59:00,89
2006-07-05,18:59:00,83
2006-07-05,19:59:00,79
2006-07-05,20:59:00,76
2006-07-05,21:59:00,75
2006-07-05,22:59:00,76
2006-07-05,23:00:00,76
2006-07-05,23:59:00,72
2006-07-06,00:59:00,74
2006-07-06,01:59:00,75
2006-07-06,02:59:00,74
2006-07-06,03:59:00,70
2006-07-06,04:59:00,70
2006-07-06,05:00:00,70
2006-07-06,05:59:00,69
2006-07-06,06:59:00,75
2006-07-06,07:59:00,80
2006-07-06,08:59:00,84
2006-07-06,09:59:00,84
2006-07-06,10:59:00,84
2006-07-06,11:00:00,84
2006-07-06,11:59:00,90
2006-07-06,12:59:00,90
2006-07-06,13:59:00,93
2006-07-06,14:59:00,94
2006-07-06,15:59:00,94
2006-07-06,16:59:00,95
2006-07-06,17:00:00,95
2006-07-06,17:23:00,88
